nome,cpf,idade,data,endereco,estado,pais,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao
Pedro Henrique Nunes,702.856.314-62,24,2000-01-04,"Sítio Porto, 416
Parque São Pedro
45054187 da Conceição Verde / MG",Minas Gerais,Brasil,2597.42,Ensino Médio,0,Casado,5,Indústria
Davi Luiz Ferreira,721.865.439-82,24,1999-09-28,"Colônia de Melo, 16
Vila Independencia 2ª Seção
56236-434 Porto / MS",Maranhão,Brasil,4071.28,Ensino Médio,3,Divorciado,3,Educação
Isaac Duarte,945.736.208-00,35,1988-10-30,"Largo de Almeida, 24
João Alfredo
04102241 da Luz / SP",Rio Grande do Sul,Brasil,5731.64,Ensino Médio,0,Solteiro,9,Comércio
Srta. Ana Laura Ribeiro,148.653.970-00,22,2001-12-13,"Travessa Nina da Rosa, 65
Ribeiro De Abreu
15957-697 da Mata da Praia / RS",Rio Grande do Sul,Brasil,9554.13,Ensino Superior,2,Casado,2,Saúde
João Felipe Almeida,968.502.314-05,24,1999-12-11,"Largo de Costela, 850
Cidade Nova
99012-651 Porto das Flores / TO",Pará,Brasil,7739.44,Ensino Superior,0,Solteiro,0,Saúde
Manuela Duarte,319.752.460-80,19,2005-03-04,"Avenida Moraes, 66
Parque São Pedro
49544-374 Ramos / GO",Acre,Brasil,3237.8,Ensino Fundamental,2,Casado,0,Tecnologia
Raul Cardoso,124.790.685-01,83,1941-02-22,"Lagoa de da Costa, 269
Vila Sesc
34045127 Teixeira das Pedras / PR",Mato Grosso,Brasil,7056.09,Ensino Médio,0,Casado,55,Comércio
Emanuella Costa,847.026.935-65,28,1995-08-27,"Fazenda Gonçalves, 95
Indaiá
07636555 Santos das Flores / PI",Bahia,Brasil,2845.13,Ensino Médio,0,Casado,0,Saúde
Fernando Jesus,801.263.974-22,21,2002-09-03,"Ladeira das Neves, 71
Alto Das Antenas
73827-574 Peixoto / RR",Bahia,Brasil,2468.49,Ensino Fundamental,0,Casado,3,Indústria
Ana Clara Moreira,926.014.378-04,24,2000-03-25,"Condomínio de Santos, 897
Santa Branca
52421830 Almeida / GO",Distrito Federal,Brasil,2101.97,Ensino Fundamental,1,Solteiro,2,Educação
Bruna Melo,295.143.076-07,46,1977-10-27,"Setor Bryan Barbosa, 73
Dom Joaquim
63480-528 Souza / RR",Piauí,Brasil,8804.16,Ensino Médio,1,Solteiro,14,Tecnologia
Augusto Castro,732.586.109-59,32,1991-05-20,"Praia de Duarte, 14
Vila Nova
68128291 Pires de da Cruz / GO",Bahia,Brasil,2800.06,Ensino Fundamental,3,Casado,1,Saúde
Sra. Ana Carolina Barbosa,457.801.932-23,67,1957-04-02,"Estação de Barbosa, 93
Cidade Jardim Taquaril
08399861 Gomes das Flores / DF",Sergipe,Brasil,2219.71,Ensino Médio,1,Divorciado,1,Comércio
Sr. Enzo Martins,750.162.938-21,40,1983-08-16,"Campo Ribeiro, 3
Inconfidência
69636486 Rodrigues de Minas / RJ",Rio de Janeiro,Brasil,7640.67,Ensino Superior,0,Casado,6,Saúde
Ana Laura Mendes,640.235.987-47,36,1987-11-22,"Estação Igor Santos, 643
Bernadete
95361-791 Dias de Vieira / AC",Sergipe,Brasil,7025.06,Ensino Médio,2,Solteiro,0,Indústria
Dr. Samuel Costa,596.278.304-29,49,1974-11-12,"Alameda Mariana da Paz, 98
Vila Nova Gameleira 2ª Seção
38389064 Cardoso / RJ",Piauí,Brasil,10389.18,Ensino Médio,0,Casado,12,Saúde
Yago da Cruz,368.725.910-21,35,1989-01-05,"Recanto de Viana, 96
Vila Antena
82028-831 Gonçalves da Prata / PI",Roraima,Brasil,4241.82,Ensino Fundamental,2,Casado,12,Educação
Ana Luiza Alves,152.790.683-30,27,1996-09-26,"Vereda de Castro, 653
Nossa Senhora Aparecida
51421-626 Gonçalves dos Dourados / RO",Santa Catarina,Brasil,4966.87,Ensino Médio,1,Casado,6,Comércio
Maria Fernanda Duarte,085.241.693-89,49,1974-06-13,"Esplanada Marina Carvalho, 1
Pongelupe
32005389 Ribeiro / RO",Rio de Janeiro,Brasil,11659.52,Ensino Médio,0,Casado,30,Saúde
Levi Nogueira,390.861.245-42,32,1991-11-07,"Viaduto Ribeiro, 815
Álvaro Camargos
28642242 Peixoto Verde / TO",Espírito Santo,Brasil,6670.67,Ensino Médio,1,Casado,7,Indústria
Theo Nascimento,156.702.389-40,27,1996-10-16,"Parque de Porto
Vila São Gabriel Jacui
45584-587 Silva dos Dourados / DF",Tocantins,Brasil,6740.22,Ensino Superior,1,Casado,8,Tecnologia
Camila Duarte,801.249.357-88,43,1981-03-21,"Colônia de Cavalcanti, 8
Vista Do Sol
46867851 da Paz do Norte / MG",Pará,Brasil,9357.8,Ensino Médio,3,Casado,12,Saúde
Dra. Eduarda Novaes,653.201.498-24,29,1994-05-23,"Aeroporto Moreira, 16
Tupi B
87122917 Sales de Cardoso / PI",Paraíba,Brasil,3173.47,Ensino Médio,2,Casado,9,Educação
Miguel Fernandes,674.589.132-82,40,1983-09-06,"Feira Cardoso, 68
Santa Margarida
87594711 da Conceição / AP",Sergipe,Brasil,8822.92,Ensino Superior,1,Casado,6,Educação
Gabrielly Aragão,812.309.764-69,63,1960-04-25,"Lagoa Lucca Freitas, 570
Santa Rita
77421-452 Ribeiro de Freitas / MA",Mato Grosso,Brasil,12782.56,Ensino Superior,0,Casado,34,Saúde
Bernardo Azevedo,298.561.047-85,23,2000-11-03,"Rua de Porto, 38
Vila Engenho Nogueira
31159024 da Cunha do Campo / RN",Roraima,Brasil,4835.56,Ensino Médio,0,Casado,0,Educação
Bernardo Monteiro,230.874.596-74,20,2003-10-13,"Trecho de Cardoso
Vila Antena
72561085 Melo / MS",Rio Grande do Norte,Brasil,2844.53,Ensino Médio,0,Casado,1,Indústria
Sr. João Cavalcanti,615.723.809-77,52,1972-04-07,"Viaduto de Monteiro, 55
Candelaria
97460-990 Rocha / MS",Maranhão,Brasil,7895.85,Ensino Fundamental,1,Solteiro,31,Tecnologia
Maria Clara Porto,726.301.459-99,46,1978-01-16,"Praça de Cardoso, 1
Dom Cabral
75361-408 das Neves / MS",Tocantins,Brasil,10031.17,Ensino Superior,1,Casado,26,Educação
Stella Correia,126.059.438-60,52,1971-04-18,"Recanto de Peixoto, 64
São Francisco Das Chagas
72010819 Araújo / PA",Rio de Janeiro,Brasil,5104.98,Ensino Médio,1,Casado,28,Indústria
Diogo Santos,501.396.784-84,44,1980-02-04,"Sítio de Pinto, 995
Paquetá
19250287 Pereira / CE",Maranhão,Brasil,8164.97,Ensino Médio,0,Casado,19,Educação
Heitor da Rosa,293.176.540-61,55,1969-02-22,"Praça de Moraes, 16
João Alfredo
17064-341 da Luz / RN",Paraíba,Brasil,9659.57,Ensino Médio,2,Solteiro,25,Indústria
João Felipe Porto,206.984.317-31,47,1976-06-18,"Núcleo de Melo, 80
Copacabana
17621-423 da Mota / PB",Acre,Brasil,5308.43,Ensino Médio,1,Casado,7,Educação
João Guilherme Barbosa,738.165.429-64,19,2004-06-29,"Vale Isis Porto, 34
Vila Nossa Senhora Do Rosário
17507-653 Melo do Campo / MT",Mato Grosso do Sul,Brasil,6255.09,Ensino Médio,2,Casado,0,Indústria
Esther Pereira,036.529.741-07,41,1982-04-20,"Feira Rebeca Rezende, 63
Vista Do Sol
38200241 Sales dos Dourados / RO",Santa Catarina,Brasil,5554.4,Ensino Fundamental,0,Casado,15,Indústria
Larissa Nogueira,710.846.925-11,46,1977-05-15,"Rodovia Silveira, 22
Goiania
69822628 Gomes / ES",Ceará,Brasil,2315.53,Ensino Fundamental,2,Casado,13,Comércio
Matheus Santos,201.945.683-42,50,1973-09-07,"Lagoa Moreira, 48
Vila Novo São Lucas
67399-646 Pinto da Mata / AL",Pará,Brasil,3767.75,Ensino Médio,1,Casado,2,Tecnologia
João Gabriel Correia,521.903.476-61,29,1995-02-12,"Trecho de Fogaça, 16
Conjunto Jardim Filadélfia
50303889 Correia do Norte / PE",Pernambuco,Brasil,3111.46,Ensino Fundamental,1,Casado,6,Indústria
Vinicius Fernandes,531.467.902-70,28,1995-10-12,"Trevo Daniela Caldeira, 51
Aparecida 7ª Seção
95700543 Fogaça da Praia / BA",Alagoas,Brasil,3884.77,Ensino Fundamental,2,Casado,3,Tecnologia
Arthur Monteiro,630.294.158-05,62,1961-09-07,"Pátio de Gomes, 4
Eymard
65939-554 Porto / AM",Tocantins,Brasil,11821.87,Ensino Médio,0,Casado,41,Comércio
Vinicius Cardoso,125.076.384-35,43,1980-06-19,"Largo de Almeida, 62
Canaa
90625-795 Sales da Mata / RO",Tocantins,Brasil,4261.43,Ensino Fundamental,0,Solteiro,23,Comércio
Maria Sophia Rodrigues,179.684.203-69,23,2001-03-09,"Quadra Martins
Coqueiros
51514-998 Cardoso da Mata / MA",Tocantins,Brasil,9327.88,Ensino Superior,0,Casado,3,Comércio
Emanuelly Lopes,024.816.937-87,24,1999-10-08,"Vale Vieira, 38
Mala E Cuia
94857-389 Moreira / MS",Paraíba,Brasil,9797.17,Ensino Superior,0,Solteiro,4,Comércio
Raquel Sales,485.136.097-57,49,1974-10-23,"Chácara Ana Beatriz Aragão, 43
Pantanal
12941032 Carvalho / GO",Minas Gerais,Brasil,6676.2,Ensino Médio,0,Casado,25,Saúde
Maria Vitória Porto,023.648.159-24,26,1997-10-06,"Núcleo de da Luz, 594
Santa Efigênia
35069411 da Cunha de Sales / MA",Sergipe,Brasil,5441.66,Ensino Médio,1,Divorciado,2,Tecnologia
João Felipe da Rosa,120.593.786-21,19,2004-05-12,"Estrada Martins, 97
Marilandia
58008-383 Sales / MG",Tocantins,Brasil,3539.02,Ensino Fundamental,0,Casado,1,Tecnologia
Rodrigo Rezende,496.513.708-66,22,2001-06-13,"Residencial de da Paz, 988
Providencia
89160-812 da Cruz dos Dourados / AC",Goiás,Brasil,3843.54,Ensino Médio,0,Casado,0,Comércio
Maria Fernanda Jesus,401.876.259-30,31,1992-05-10,"Largo João Vitor Costela, 71
Lagoa
34664-974 Cardoso Alegre / RR",Pernambuco,Brasil,3457.73,Ensino Superior,0,Divorciado,1,Comércio
Beatriz Rezende,421.758.039-88,20,2004-02-19,"Pátio Lívia Aragão, 22
Vila Paquetá
20200-007 Almeida / SC",Rondônia,Brasil,8249.81,Ensino Superior,5,Casado,2,Educação
Sr. Heitor Dias,839.564.107-93,34,1989-09-04,"Núcleo Gustavo Almeida
São Marcos
54491647 Mendes do Norte / SC",Amazonas,Brasil,7855.68,Ensino Superior,0,Casado,1,Tecnologia
Lorenzo da Cruz,396.105.874-10,24,2000-03-23,"Conjunto de Moura, 76
São Gonçalo
93720-606 Correia / PB",Santa Catarina,Brasil,4024.74,Ensino Superior,0,Solteiro,3,Indústria
Murilo Correia,790.264.513-34,30,1993-06-25,"Loteamento Yago Moraes, 58
Vila Piratininga Venda Nova
53282327 Porto / RJ",Rio Grande do Sul,Brasil,4188.76,Ensino Médio,1,Casado,3,Comércio
Sra. Caroline da Mota,938.721.564-46,51,1972-08-31,"Quadra de Azevedo
Vila Canto Do Sabiá
00503318 Vieira / PE",Sergipe,Brasil,7647.11,Ensino Médio,0,Casado,30,Saúde
Murilo Aragão,032.968.457-47,49,1974-10-22,"Feira de Sales, 15
Vila São Francisco
32307789 Aragão do Galho / BA",Acre,Brasil,8057.13,Ensino Superior,3,Solteiro,19,Educação
Dr. João Vitor Costela,249.680.735-00,36,1987-04-30,"Conjunto Alves, 56
Paquetá
19130-649 da Luz de da Mota / PR",Sergipe,Brasil,4616.14,Ensino Médio,0,Divorciado,9,Indústria
Emilly Barros,897.035.264-38,47,1977-02-25,"Fazenda Júlia Fernandes
Maria Tereza
71729078 Rodrigues / GO",Roraima,Brasil,7100.38,Ensino Médio,2,Solteiro,29,Comércio
Evelyn Nogueira,983.246.071-96,27,1996-07-10,"Sítio Farias
Flamengo
90123-247 Rocha da Serra / RN",Rondônia,Brasil,5772.87,Ensino Médio,1,Solteiro,9,Indústria
Luiz Gustavo Rocha,803.912.456-51,22,2001-04-29,"Fazenda Costa, 28
Vila Da Paz
88314723 Peixoto Alegre / GO",Tocantins,Brasil,2762.63,Ensino Médio,1,Casado,2,Educação
Matheus Nascimento,534.816.097-01,47,1976-05-23,"Fazenda Almeida, 51
Minas Caixa
59328479 Teixeira das Pedras / PI",Pernambuco,Brasil,5118.9,Ensino Médio,0,Solteiro,4,Comércio
Sr. Pedro Miguel Barbosa,982.654.037-47,19,2005-02-27,"Alameda de Barbosa, 7
Vila Esplanada
90918658 Pires / PE",Rio de Janeiro,Brasil,3890.44,Ensino Médio,0,Casado,1,Tecnologia
Miguel Viana,346.591.072-99,38,1985-11-13,"Travessa Costela, 65
Serra Verde
24070568 Ferreira do Amparo / TO",Acre,Brasil,5544.68,Ensino Médio,2,Casado,10,Saúde
Isabelly da Mata,801.652.497-49,36,1987-04-15,"Rodovia de Mendes, 76
Vila De Sá
67443-005 Nascimento / MS",Piauí,Brasil,5049.7,Ensino Médio,1,Solteiro,9,Educação
Ana Carolina Viana,986.527.413-28,44,1979-05-30,"Viela de da Mata, 46
Vila Santa Rosa
54091130 das Neves das Flores / PR",Amazonas,Brasil,4388.64,Ensino Médio,1,Casado,6,Comércio
Ana Vitória Cunha,903.146.852-51,41,1982-05-12,"Rodovia de Pereira
Ademar Maldonado
44032-099 Cunha / PR",Minas Gerais,Brasil,7801.49,Ensino Médio,0,Divorciado,7,Comércio
Carlos Eduardo Moura,573.289.106-40,64,1959-10-01,"Favela Isis Correia, 59
Casa Branca
47218-045 Rezende / PE",Maranhão,Brasil,12466.3,Ensino Médio,1,Casado,25,Indústria
Yago Castro,078.964.123-22,20,2003-11-17,"Vila de Barbosa, 65
Vila Formosa
73443780 Costela / MA",Bahia,Brasil,8594.3,Ensino Superior,0,Casado,0,Saúde
Gabriela Rodrigues,349.571.862-19,41,1982-08-25,"Estação de Oliveira, 44
São João Batista
03531-863 da Paz / MG",Acre,Brasil,3633.18,Ensino Médio,3,Casado,16,Comércio
Rafaela Silva,120.435.897-41,35,1989-03-09,"Rodovia Costa, 50
Santa Tereza
13100-998 Jesus / MA",Rondônia,Brasil,2875.9,Ensino Médio,0,Casado,1,Indústria
Carolina Peixoto,648.930.127-03,23,2000-07-09,"Largo Valentina Gonçalves, 29
Conjunto Lagoa
18727-847 Mendes Verde / MT",Rio de Janeiro,Brasil,6411.53,Ensino Médio,2,Solteiro,4,Tecnologia
Felipe Costela,512.308.496-70,53,1970-07-14,"Parque Peixoto, 33
Vila Cemig
17639-679 Lopes / AP",Distrito Federal,Brasil,7082.15,Ensino Médio,0,Viúvo,30,Saúde
Larissa Fogaça,281.405.369-89,30,1993-12-29,"Lago Sabrina Cunha, 35
Serra Do Curral
30846433 Pires de Freitas / BA",Tocantins,Brasil,4214.36,Ensino Médio,3,Solteiro,11,Indústria
Melissa Martins,681.209.547-85,20,2003-09-30,"Núcleo Ana Luiza Alves, 7
Tirol
25580958 Barbosa / RO",Sergipe,Brasil,6441.63,Ensino Médio,4,Casado,2,Indústria
Vitor Hugo Cavalcanti,485.736.092-65,46,1978-02-07,"Campo Heloísa Nascimento, 808
São Benedito
39650-674 Melo das Pedras / RN",Alagoas,Brasil,8613.57,Ensino Superior,4,Casado,8,Tecnologia
Pietro Moreira,908.137.256-40,29,1994-06-28,"Praia da Mata, 49
Grajaú
28056-626 Barbosa / AP",São Paulo,Brasil,11246.72,Pós-graduação,0,Casado,7,Saúde
Juan Correia,136.542.078-71,20,2003-07-14,"Feira Nicole Farias, 21
Mala E Cuia
50518-946 Pires da Serra / GO",Pará,Brasil,8897.25,Ensino Superior,1,Casado,2,Indústria
Mariane da Cruz,970.216.835-02,42,1981-04-24,"Viela de Nascimento, 760
Vila São Gabriel
93119-665 Caldeira das Flores / RO",Santa Catarina,Brasil,4808.87,Ensino Fundamental,0,Casado,7,Comércio
Francisco Cunha,894.351.206-60,50,1973-10-16,"Colônia Maria Luiza Silva, 1
Conjunto Califórnia Ii
93791-540 Ribeiro do Oeste / SE",Paraíba,Brasil,8372.32,Ensino Médio,1,Solteiro,9,Tecnologia
Ian Gonçalves,750.691.483-20,24,2000-01-08,"Ladeira de Barros, 208
Serra
15811273 Costa / ES",Paraná,Brasil,3631.17,Ensino Médio,0,Casado,1,Tecnologia
Ana Júlia Barros,851.734.906-75,36,1987-05-26,"Chácara Augusto Lima
Paraíso
95872-643 da Rocha de Lima / GO",Bahia,Brasil,3040.7,Ensino Médio,2,Solteiro,0,Comércio
Cauã Barbosa,890.163.547-00,19,2005-02-24,"Feira Leandro Duarte, 38
Jaraguá
89437719 Cardoso do Oeste / AL",Acre,Brasil,8147.56,Ensino Superior,1,Solteiro,0,Saúde
Pedro da Mata,340.197.526-99,45,1979-03-01,"Residencial de da Cruz, 69
Vila Betânia
50637963 Almeida de Monteiro / ES",Amapá,Brasil,5312.28,Ensino Médio,0,Casado,12,Tecnologia
Alícia Carvalho,278.134.956-91,78,1946-01-31,"Praia de Rocha, 6
Apolonia
84284-833 da Paz de Minas / MA",Roraima,Brasil,3938.02,Ensino Fundamental,3,Casado,26,Educação
Isabel Alves,164.350.289-15,19,2004-04-13,"Estação Lucas Gabriel Porto
Milionario
58674633 Rezende / AC",Rondônia,Brasil,3493.23,Ensino Médio,0,Viúvo,0,Comércio
Isis da Cruz,526.740.138-26,36,1987-06-29,"Trevo de Alves, 78
Belmonte
72204-935 Sales / MT",São Paulo,Brasil,7119.12,Ensino Médio,2,Solteiro,18,Comércio
Dr. Igor da Rocha,928.307.614-13,29,1994-06-23,"Jardim Isabel Vieira, 33
Vila Piratininga
73861-934 Ribeiro do Oeste / MG",Tocantins,Brasil,13648.14,Ensino Superior,3,Casado,7,Tecnologia
Ryan Rezende,149.560.327-06,20,2003-12-28,"Trevo de Gomes, 809
Vila Esplanada
28893-289 Ferreira / BA",Paraíba,Brasil,4867.23,Ensino Superior,0,Solteiro,2,Tecnologia
Beatriz Alves,213.895.764-00,53,1970-11-28,"Avenida Matheus Rezende, 44
Santa Helena
37696810 da Conceição Verde / MS",Piauí,Brasil,5143.06,Ensino Médio,1,Casado,32,Saúde
Rodrigo Nascimento,753.412.690-80,26,1997-06-18,"Rodovia Mendes, 7
Olhos D'água
40468548 Aragão de Goiás / RS",Espírito Santo,Brasil,6182.52,Ensino Superior,0,Casado,5,Tecnologia
Dra. Ana Vitória Lopes,245.961.830-15,56,1968-02-17,"Travessa Camila Caldeira, 52
Solimoes
27549323 da Costa / RN",Mato Grosso,Brasil,13064.06,Ensino Médio,0,Casado,38,Indústria
Mirella da Conceição,425.983.076-74,60,1963-11-20,"Rua Stella Alves
Grota
69236005 Campos / SE",Maranhão,Brasil,14536.95,Ensino Médio,3,Casado,26,Tecnologia
Nicole Castro,417.539.608-00,57,1967-01-26,"Estrada de Caldeira, 110
Vila Paquetá
68887-640 Caldeira / MT",Tocantins,Brasil,7537.0,Ensino Médio,0,Solteiro,18,Comércio
Alice Azevedo,896.715.423-28,35,1988-04-28,"Área de Peixoto, 297
Santa Cruz
34736-630 das Neves / PR",Paraíba,Brasil,5561.38,Ensino Médio,2,Divorciado,7,Indústria
Juliana Lopes,193.720.568-12,30,1994-03-31,"Passarela Novaes, 41
São Tomaz
10776-944 Campos / PB",Sergipe,Brasil,6054.74,Ensino Médio,3,Casado,12,Saúde
Natália Moraes,407.251.936-70,32,1992-03-29,"Chácara Diego Duarte, 65
Vila Nova Dos Milionarios
96548521 Sales / MG",Rio de Janeiro,Brasil,2803.21,Ensino Fundamental,0,Casado,4,Saúde
Isaac Martins,506.794.231-25,23,2000-08-28,"Colônia Nunes, 8
Vila Nova Dos Milionarios
91626231 Duarte / AC",Distrito Federal,Brasil,7902.07,Ensino Superior,1,Casado,3,Saúde
Nicolas Cavalcanti,476.258.190-94,30,1994-02-12,"Núcleo de Moura, 898
Caiçaras
86075-890 das Neves / MS",Rio Grande do Norte,Brasil,9203.61,Ensino Médio,1,Divorciado,4,Tecnologia
Vinicius Rezende,045.193.287-05,52,1971-09-08,"Parque Silva, 14
Baleia
57177427 Gomes / RN",Tocantins,Brasil,12225.69,Ensino Superior,0,Solteiro,11,Educação
João Castro,083.619.427-69,53,1970-08-21,"Distrito da Mata, 26
Ernesto Nascimento
61161574 Fernandes de Porto / GO",Mato Grosso,Brasil,4581.14,Ensino Fundamental,0,Casado,20,Comércio
Caio Peixoto,415.986.273-09,54,1969-11-09,"Loteamento Clara Freitas, 57
Lindéia
42681-730 Souza / PR",Rio Grande do Sul,Brasil,14139.78,Ensino Médio,0,Solteiro,35,Saúde
Srta. Yasmin Correia,379.658.102-12,57,1966-07-30,"Loteamento Davi Lucca Costela
Bairro Das Indústrias Ii
11755355 Pereira de Minas / RS",Rio Grande do Norte,Brasil,19364.61,Ensino Superior,0,Divorciado,35,Saúde
Lucca Lopes,318.746.295-28,33,1991-01-08,"Viaduto Lucas Gabriel Ribeiro, 640
Dom Silverio
73927789 Aragão de Martins / MG",Amazonas,Brasil,5627.53,Ensino Fundamental,0,Casado,14,Indústria
Eloah Fogaça,920.374.516-52,85,1939-01-12,"Lagoa da Conceição, 24
Fernão Dias
81661-056 da Rocha / RJ",Maranhão,Brasil,2399.81,Ensino Fundamental,1,Casado,19,Saúde
Danilo Silva,915.862.347-73,52,1971-07-29,"Lago André Fernandes
Coração De Jesus
91686350 Moraes / TO",São Paulo,Brasil,7620.19,Ensino Superior,0,Casado,21,Educação
Caroline Mendes,748.192.035-41,36,1988-02-17,"Colônia de Ribeiro, 52
Novo São Lucas
62954090 Jesus do Oeste / SE",Alagoas,Brasil,5762.82,Ensino Médio,1,Casado,3,Saúde
Brenda Costela,057.281.946-30,24,1999-08-22,"Trevo Cavalcanti
Guarani
89824-479 Peixoto / TO",Goiás,Brasil,5602.99,Ensino Médio,1,Solteiro,5,Comércio
Luana Vieira,308.214.765-80,28,1995-04-18,"Parque de Peixoto, 6
União
69525936 Campos do Campo / BA",Paraná,Brasil,3953.11,Ensino Médio,2,Casado,8,Saúde
Sra. Emilly Silveira,658.021.439-24,33,1990-11-22,"Avenida de da Mata, 748
Engenho Nogueira
39493-926 da Cruz / MS",Ceará,Brasil,6008.02,Ensino Médio,2,Casado,11,Educação
Emanuella Barros,937.164.258-00,50,1973-08-31,"Viaduto da Mota, 74
Solimoes
36187-244 Barbosa da Mata / PR",Rio de Janeiro,Brasil,5741.63,Ensino Médio,1,Solteiro,3,Indústria
Daniel da Paz,541.320.876-62,45,1979-03-15,"Aeroporto Lucas Gabriel Rodrigues, 28
Andiroba
25017-544 Castro / AL",Rondônia,Brasil,3195.7,Ensino Fundamental,0,Solteiro,1,Educação
Maria Luiza Teixeira,250.467.913-07,32,1992-04-06,"Vereda Fernandes
Garças
48098-750 Cardoso do Sul / MT",Espírito Santo,Brasil,6251.27,Ensino Médio,2,Casado,7,Tecnologia
Srta. Larissa da Paz,460.258.971-58,60,1963-10-05,"Residencial Cavalcanti, 4
Bandeirantes
30270812 Gomes / MA",Amazonas,Brasil,5858.15,Ensino Superior,0,Casado,17,Educação
Levi Costela,173.908.526-40,20,2003-10-21,"Esplanada da Costa, 172
Santana Do Cafezal
36730-719 Azevedo das Pedras / MT",Rio Grande do Norte,Brasil,3096.03,Ensino Fundamental,0,Solteiro,2,Comércio
Dr. Vitor Correia,476.082.591-67,31,1993-04-03,"Jardim de Carvalho
Vila Coqueiral
57859-007 Farias Grande / PI",Alagoas,Brasil,4669.95,Ensino Médio,0,Casado,13,Indústria
Sofia Campos,958.270.143-97,53,1970-09-05,"Favela João Gomes, 82
Esperança
13787777 Campos / RN",Distrito Federal,Brasil,5845.92,Ensino Médio,0,Casado,19,Comércio
Dra. Isabella Melo,218.467.950-01,37,1986-04-23,"Estrada Monteiro, 81
Carmo
23292686 Almeida Verde / MG",Santa Catarina,Brasil,5577.39,Ensino Superior,2,Casado,3,Educação
Agatha das Neves,890.512.746-02,29,1994-06-24,"Chácara Calebe Araújo, 95
Vila Das Oliveiras
78001810 Pinto / RN",Minas Gerais,Brasil,2614.1,Ensino Médio,0,Solteiro,3,Indústria
Maria Eduarda Cardoso,012.796.485-11,26,1997-06-03,"Favela Eduarda Moreira, 42
Marajó
19459960 Vieira da Prata / PI",São Paulo,Brasil,9527.39,Ensino Superior,1,Solteiro,2,Saúde
Danilo da Paz,305.269.174-07,22,2002-03-06,"Favela Ferreira, 13
Vila Nova Cachoeirinha 3ª Seção
65234-109 Peixoto / PI",Distrito Federal,Brasil,4832.78,Ensino Médio,3,Casado,2,Comércio
Sophie Oliveira,302.497.518-79,23,2001-01-06,"Praça Rodrigo da Mota, 55
Cruzeiro
31173-054 da Rocha de Goiás / PR",Amapá,Brasil,8526.08,Ensino Superior,0,Solteiro,1,Educação
Bryan Martins,418.932.076-50,18,2005-11-26,"Ladeira de Farias, 88
Estrela
78838-020 Lopes / DF",Alagoas,Brasil,2713.3,Ensino Médio,0,Casado,0,Comércio
Gabriela Rocha,541.923.608-70,51,1972-05-17,"Aeroporto Júlia Rodrigues, 232
Conjunto Celso Machado
59818566 Lopes / MT",Rio de Janeiro,Brasil,5402.2,Ensino Médio,0,Casado,10,Comércio
Sr. Gustavo Henrique Peixoto,964.178.235-55,38,1985-09-30,"Feira da Rocha
Boa Vista
61807494 Monteiro da Prata / RO",Maranhão,Brasil,5192.06,Ensino Fundamental,0,Casado,13,Comércio
Bruno Freitas,136.972.850-68,55,1968-09-30,"Vila Gomes, 837
Vitoria Da Conquista
31042-887 Rezende / PR",Ceará,Brasil,9160.87,Ensino Médio,0,Solteiro,10,Saúde
Raul Duarte,093.672.451-06,18,2005-04-25,"Ladeira Costa, 56
Vila Fumec
21701694 Nunes do Campo / RS",Mato Grosso,Brasil,1635.23,Ensino Fundamental,0,Solteiro,0,Comércio
Dr. Joaquim Lopes,895.024.671-67,28,1996-03-12,"Passarela de Costela
Barão Homem De Melo 2ª Seção
98262-393 Porto da Praia / TO",Ceará,Brasil,10360.85,Ensino Superior,0,Solteiro,9,Comércio
Maria Sophia Duarte,214.036.957-25,88,1935-12-25,"Loteamento de Fernandes, 1
Pedreira Padro Lopes
73697-672 Souza de Fernandes / PB",Amazonas,Brasil,12948.81,Ensino Médio,0,Casado,46,Educação
Maria Alice Rezende,712.046.985-11,50,1973-09-18,"Quadra de Costa, 46
Horto Florestal
24900562 Campos de Goiás / PB",Minas Gerais,Brasil,5857.98,Ensino Médio,2,Divorciado,31,Indústria
João Gabriel Moraes,063.857.492-74,44,1979-07-05,"Vila Bárbara Castro, 410
Palmares
93656-357 Ribeiro do Oeste / RJ",Rio Grande do Norte,Brasil,5772.38,Ensino Fundamental,1,Casado,23,Indústria
Srta. Kamilly Ferreira,457.613.902-99,25,1999-03-12,"Vale de Novaes, 54
Marmiteiros
73644877 Moraes / CE",Rondônia,Brasil,2472.53,Ensino Médio,0,Solteiro,1,Educação
Leandro da Paz,349.852.170-50,25,1998-10-10,"Vale Noah Dias, 24
Conjunto Santa Maria
33886-028 Rezende / AL",Santa Catarina,Brasil,1630.43,Ensino Fundamental,1,Solteiro,2,Educação
Esther Carvalho,408.623.975-29,40,1984-02-21,"Lago de Moura, 86
Marajó
69183410 da Conceição de Dias / PR",Paraná,Brasil,3008.75,Ensino Médio,1,Solteiro,10,Educação
Arthur Aragão,382.159.046-70,32,1991-10-30,"Fazenda Pires, 97
Vila Madre Gertrudes 1ª Seção
05029255 Peixoto / RN",Rio de Janeiro,Brasil,2546.09,Ensino Fundamental,1,Casado,4,Comércio
Fernando Moraes,438.596.120-42,42,1981-08-22,"Lagoa Manuela Azevedo, 194
Bernadete
20727444 Cavalcanti Alegre / AL",Espírito Santo,Brasil,7538.18,Ensino Médio,0,Casado,16,Saúde
